customer_id,recency_days,frequency,monetary_value,support_tickets,segment_name,RF_Score
CUST01014,197,7,3972.09,1.0,At Risk,25
CUST01015,11,5,2736.99,1.0,Loyal Customers,54
CUST01016,36,4,1706.07,0.0,Need Attention,43
CUST01017,46,6,5902.049999999999,2.0,Loyal Customers,34
CUST01018,6,2,1107.73,1.0,New Potential,52
CUST01019,350,2,1151.0900000000001,1.0,Hibernating,12
CUST01020,191,1,236.73,0.0,Hibernating,21
CUST01021,51,3,1191.98,1.0,Need Attention,32
CUST01022,312,2,1528.4,1.0,Hibernating,12
CUST01023,264,1,948.21,0.0,Hibernating,11
CUST01024,17,2,996.72,0.0,New Potential,52
CUST01025,23,6,7672.870000000001,2.0,Loyal Customers,44
CUST01026,125,2,759.58,1.0,Hibernating,22
CUST01027,58,5,4590.97,2.0,Loyal Customers,34
CUST01028,233,1,2809.6,0.0,Hibernating,11
CUST01029,18,5,2874.62,2.0,Loyal Customers,44
CUST01030,59,12,9864.789999999999,0.0,Loyal Customers,35
CUST01031,234,5,3089.5600000000004,1.0,At Risk,14
CUST01032,44,2,994.23,0.0,Need Attention,32
CUST01033,54,11,5721.55,4.0,High Maintenance,35
CUST01034,45,10,6196.6,0.0,Loyal Customers,35
CUST01035,9,8,4307.32,1.0,Champions,55
CUST01036,201,6,5297.63,0.0,At Risk,14
CUST01037,26,2,1802.65,0.0,New Potential,42
CUST01038,112,4,1834.46,1.0,Need Attention,23
CUST01039,17,4,2593.19,2.0,Need Attention,53
CUST01040,190,1,594.23,1.0,Hibernating,21
CUST01041,0,2,751.07,0.0,New Potential,52
CUST01042,34,2,1249.24,0.0,New Potential,42
CUST01043,134,1,464.25,0.0,Hibernating,21
CUST01044,30,3,3450.2,0.0,New Potential,42
CUST01045,3,3,2304.71,0.0,New Potential,52
CUST01046,165,1,1032.89,1.0,Hibernating,21
CUST01047,209,1,389.07,0.0,Hibernating,11
CUST01048,188,1,616.59,1.0,Hibernating,21
CUST01049,204,1,345.2,0.0,Hibernating,11
CUST01050,37,4,3112.21,0.0,Need Attention,43
CUST01051,163,2,1390.63,1.0,Hibernating,22
CUST01052,233,1,763.75,0.0,Hibernating,11
CUST01053,206,2,2622.57,1.0,Hibernating,12
CUST01054,236,5,2628.9300000000003,2.0,At Risk,14
CUST01055,266,4,4625.5599999999995,1.0,Need Attention,13
CUST01056,44,7,5364.88,2.0,Loyal Customers,35
CUST01057,23,2,1334.53,1.0,New Potential,42
CUST01058,170,3,1535.77,2.0,Hibernating,22
CUST01059,206,1,601.72,1.0,Hibernating,11
CUST01060,31,4,3439.38,1.0,Need Attention,43
CUST01061,2,4,2155.06,0.0,Need Attention,53
CUST01062,354,5,2991.27,2.0,At Risk,14
CUST01063,29,3,1627.58,1.0,New Potential,42
CUST01064,56,4,2049.1499999999996,0.0,Need Attention,33
CUST01065,58,3,1607.17,1.0,Need Attention,32
CUST01066,30,4,2965.5299999999997,0.0,Need Attention,43
CUST01067,6,5,4606.679999999999,1.0,Loyal Customers,54
CUST01068,190,5,3945.95,0.0,At Risk,24
CUST01069,52,2,3871.4700000000003,0.0,Need Attention,32
CUST01070,12,11,7739.12,2.0,Champions,55
CUST01071,54,2,1287.3400000000001,0.0,Need Attention,32
CUST01072,243,1,377.27,1.0,Hibernating,11
CUST01073,140,3,4033.7000000000003,2.0,Hibernating,22
CUST01074,174,3,1784.42,0.0,Hibernating,22
CUST01075,86,2,1464.29,2.0,Need Attention,32
CUST01076,10,8,4484.14,1.0,Champions,55
CUST01077,128,1,1080.77,0.0,Hibernating,21
CUST01078,216,2,777.22,1.0,Hibernating,12
CUST01079,237,1,1832.92,0.0,Hibernating,11
CUST01080,177,3,1250.62,2.0,Hibernating,22
CUST01081,12,6,5326.09,1.0,Loyal Customers,54
CUST01082,95,1,1181.66,0.0,Need Attention,31
CUST01083,296,2,767.05,0.0,Hibernating,12
CUST01084,59,9,5090.81,1.0,Loyal Customers,35
CUST01085,418,1,1786.06,0.0,Hibernating,11
CUST01086,37,6,4690.18,3.0,High Maintenance,44
CUST01087,62,1,839.43,1.0,Need Attention,31
CUST01088,3,2,1174.46,0.0,New Potential,52
CUST01089,85,1,337.51,0.0,Need Attention,31
CUST01090,204,2,1200.77,0.0,Hibernating,12
CUST01091,147,1,505.4,1.0,Hibernating,21
CUST01092,256,9,7556.9,2.0,At Risk,15
CUST01093,19,5,2177.05,1.0,Loyal Customers,44
CUST01094,57,7,4686.0,3.0,High Maintenance,35
CUST01095,24,4,2634.15,0.0,Need Attention,43
CUST01096,14,8,5848.84,2.0,Champions,55
CUST01097,293,5,2841.22,0.0,At Risk,14
CUST01098,258,2,1964.25,1.0,Hibernating,12
CUST01099,6,11,7259.41,0.0,Champions,55
CUST01100,18,3,1520.78,0.0,New Potential,42
CUST01101,70,1,732.91,0.0,Need Attention,31
CUST01102,54,8,4899.84,0.0,Loyal Customers,35
CUST01103,136,4,2384.85,1.0,Need Attention,23
CUST01104,1,7,4508.23,1.0,Champions,55
CUST01105,144,3,1353.63,1.0,Hibernating,22
CUST01106,46,2,1648.8400000000001,0.0,Need Attention,32
CUST01107,151,2,980.0699999999999,1.0,Hibernating,22
CUST01108,52,5,3662.24,1.0,Loyal Customers,34
CUST01109,49,2,1011.0899999999999,0.0,Need Attention,32
CUST01110,320,6,3554.06,1.0,At Risk,14
CUST01111,155,7,7703.55,3.0,At Risk,25
CUST01112,9,5,3121.73,2.0,Loyal Customers,54
CUST01113,40,7,3568.85,2.0,Loyal Customers,45
CUST01114,207,1,831.94,0.0,Hibernating,11
CUST01115,8,11,7450.88,5.0,High Maintenance,55
CUST01116,33,2,2501.7999999999997,1.0,New Potential,42
CUST01117,28,10,7739.33,0.0,Loyal Customers,45
CUST01118,47,6,2962.7799999999997,2.0,Loyal Customers,34
CUST01119,184,1,654.67,0.0,Hibernating,21
CUST01120,9,5,3335.16,1.0,Loyal Customers,54
CUST01121,22,3,2102.81,0.0,New Potential,42
CUST01122,7,2,1694.55,0.0,New Potential,52
CUST01123,242,2,958.69,2.0,Hibernating,12
CUST01124,232,9,5960.1,0.0,At Risk,15
CUST01125,305,5,4034.96,3.0,At Risk,14
CUST01126,53,3,4059.0,0.0,Need Attention,32
CUST01127,190,2,774.6899999999999,0.0,Hibernating,22
CUST01128,242,1,1108.73,0.0,Hibernating,11
CUST01129,217,1,675.97,0.0,Hibernating,11
CUST01130,159,4,2506.58,2.0,Need Attention,23
CUST01131,15,5,3988.9300000000003,3.0,High Maintenance,54
CUST01132,57,7,6032.4800000000005,0.0,Loyal Customers,35
CUST01133,96,2,779.1500000000001,0.0,Need Attention,32
CUST01134,0,8,6725.5,2.0,Champions,55
CUST01135,153,3,3302.06,0.0,Hibernating,22
CUST01136,34,8,4771.79,5.0,High Maintenance,45
CUST01137,175,3,1483.05,3.0,Hibernating,22
CUST01138,194,5,2475.44,1.0,At Risk,24
CUST01139,24,3,3551.06,0.0,New Potential,42
CUST01140,35,7,6152.8,1.0,Loyal Customers,45
CUST01141,175,1,691.6,1.0,Hibernating,21
CUST01142,57,3,2106.45,0.0,Need Attention,32
CUST01143,47,3,2317.4,0.0,Need Attention,32
CUST01144,9,5,5100.0599999999995,1.0,Loyal Customers,54
CUST01145,243,3,1800.48,1.0,Hibernating,12
CUST01146,33,7,5655.33,0.0,Loyal Customers,45
CUST01147,9,8,6255.83,2.0,Champions,55
CUST01148,188,9,6527.14,3.0,At Risk,25
CUST01149,52,7,4258.59,1.0,Loyal Customers,35
CUST01150,227,5,2478.69,1.0,At Risk,14
CUST01151,165,4,3131.54,1.0,Need Attention,23
CUST01152,12,9,8889.18,1.0,Champions,55
CUST01153,93,1,714.43,1.0,Need Attention,31
CUST01154,1,6,4527.93,0.0,Loyal Customers,54
CUST01155,50,5,3050.8099999999995,2.0,Loyal Customers,34
CUST01156,43,5,2519.3900000000003,0.0,Loyal Customers,34
CUST01157,24,6,4286.4800000000005,2.0,Loyal Customers,44
CUST01158,14,4,4631.96,1.0,Need Attention,53
CUST01159,6,7,4797.0599999999995,2.0,Champions,55
CUST01160,226,3,1700.8000000000002,1.0,Hibernating,12
CUST01161,214,5,4953.99,2.0,At Risk,14
CUST01162,39,3,3028.83,0.0,New Potential,42
CUST01163,435,1,379.14,1.0,Hibernating,11
CUST01164,97,1,965.68,0.0,Need Attention,31
CUST01165,215,2,1690.75,0.0,Hibernating,12
CUST01166,101,4,3104.76,2.0,Need Attention,33
CUST01167,27,11,6958.25,1.0,Loyal Customers,45
CUST01168,7,3,1299.57,0.0,New Potential,52
CUST01169,47,2,1610.46,1.0,Need Attention,32
CUST01170,199,2,1210.01,1.0,Hibernating,12
CUST01171,18,2,1179.55,0.0,New Potential,42
CUST01172,18,12,11477.67,0.0,Loyal Customers,45
CUST01173,25,7,7099.030000000001,1.0,Loyal Customers,45
CUST01174,149,3,1722.3700000000001,1.0,Hibernating,22
CUST01175,44,9,6896.39,0.0,Loyal Customers,35
CUST01176,275,1,149.0,0.0,Hibernating,11
CUST01177,8,5,3190.53,0.0,Loyal Customers,54
CUST01178,127,3,1298.14,0.0,Hibernating,22
CUST01179,168,1,536.83,0.0,Hibernating,21
CUST01180,57,3,2999.97,2.0,Need Attention,32
CUST01181,197,1,296.32,1.0,Hibernating,21
CUST01182,12,6,4031.5,0.0,Loyal Customers,54
CUST01183,24,4,2836.54,1.0,Need Attention,43
CUST01184,19,6,3313.56,0.0,Loyal Customers,44
CUST01185,25,7,6083.03,2.0,Loyal Customers,45
CUST01186,213,3,2962.35,1.0,Hibernating,12
CUST01187,25,5,3483.44,1.0,Loyal Customers,44
CUST01188,152,2,688.52,2.0,Hibernating,22
CUST01189,221,3,3126.0299999999997,1.0,Hibernating,12
CUST01190,34,5,4507.73,0.0,Loyal Customers,44
CUST01191,112,1,510.71,0.0,Hibernating,21
CUST01192,50,5,3055.98,0.0,Loyal Customers,34
CUST01193,517,1,270.13,0.0,Hibernating,11
CUST01194,145,3,1852.1599999999999,2.0,Need Attention,23
CUST01195,154,1,542.27,1.0,Hibernating,21
CUST01196,171,3,3110.08,1.0,Need Attention,23
CUST01197,137,2,406.22,0.0,Hibernating,22
CUST01198,48,2,996.83,1.0,Need Attention,32
CUST01199,419,3,2144.4,1.0,Need Attention,13
CUST01200,50,2,1100.3,0.0,Need Attention,32
CUST01201,218,7,5885.4,4.0,At Risk,15
CUST01202,192,1,650.67,0.0,Hibernating,21
CUST01203,58,3,842.47,1.0,Need Attention,33
CUST01204,16,8,4921.26,2.0,Champions,55
CUST01205,322,4,1861.62,0.0,Need Attention,13
CUST01206,133,1,819.46,0.0,Hibernating,21
CUST01207,170,2,638.4200000000001,0.0,Hibernating,22
CUST01208,37,4,1928.58,0.0,Need Attention,43
CUST01209,3,9,4517.05,1.0,Champions,55
CUST01210,326,1,429.55,0.0,Hibernating,11
CUST01211,51,6,4369.23,4.0,High Maintenance,34
CUST01212,22,7,6134.99,2.0,Loyal Customers,45
CUST01213,223,1,492.41,1.0,Hibernating,11
CUST01214,184,4,5584.12,0.0,Need Attention,23
CUST01215,28,5,4449.57,0.0,Loyal Customers,44
CUST01216,167,1,1022.33,0.0,Hibernating,21
CUST01217,223,2,1295.0,0.0,Hibernating,12
CUST01218,6,7,4839.62,1.0,Champions,55
CUST01219,19,3,1368.38,2.0,Need Attention,43
CUST01220,158,1,1095.74,0.0,Hibernating,21
CUST01221,28,4,2504.8,0.0,Need Attention,43
CUST01222,11,4,2229.4500000000003,0.0,Need Attention,53
CUST01223,178,6,3738.91,1.0,At Risk,24
CUST01224,93,1,1005.1,0.0,Need Attention,31
CUST01225,157,1,620.28,1.0,Hibernating,21
CUST01226,97,4,2967.87,2.0,Need Attention,33
CUST01227,103,5,2824.19,1.0,Loyal Customers,34
CUST01228,272,4,2998.23,0.0,Need Attention,13
CUST01229,207,4,1965.74,1.0,Need Attention,13
CUST01230,172,2,1398.63,0.0,Hibernating,22
CUST01231,14,4,2051.59,0.0,Need Attention,53
CUST01232,243,2,906.6800000000001,0.0,Hibernating,12
CUST01233,11,9,8057.13,1.0,Champions,55
CUST01234,175,3,2999.91,0.0,Need Attention,23
CUST01235,221,5,3111.29,0.0,At Risk,14
CUST01236,32,11,6340.12,1.0,Loyal Customers,45
CUST01237,163,3,1474.19,1.0,Need Attention,23
CUST01238,45,7,5105.49,1.0,Loyal Customers,35
CUST01239,10,2,2242.2200000000003,0.0,New Potential,52
CUST01240,79,1,434.11,0.0,Need Attention,31
CUST01241,56,2,505.20000000000005,0.0,Need Attention,32
CUST01242,57,10,11607.81,2.0,Loyal Customers,35
CUST01243,134,3,1470.48,1.0,Need Attention,23
CUST01244,23,6,4620.29,1.0,Loyal Customers,44
CUST01245,315,2,1283.42,0.0,Hibernating,12
CUST01246,22,4,3353.49,1.0,Need Attention,43
CUST01247,39,4,3108.17,1.0,Need Attention,43
CUST01248,48,2,2081.32,0.0,Need Attention,32
CUST01249,14,6,4053.69,0.0,Loyal Customers,54
CUST01250,41,2,2250.91,1.0,New Potential,42
CUST01251,112,11,6352.58,4.0,At Risk,25
CUST01252,98,4,2575.58,0.0,Need Attention,33
CUST01253,159,2,2035.62,0.0,Hibernating,22
CUST01254,11,3,3087.35,1.0,Need Attention,53
CUST01255,29,2,2558.23,1.0,New Potential,42
CUST01256,346,1,564.83,1.0,Hibernating,11
CUST01257,87,5,3430.98,2.0,Loyal Customers,34
CUST01258,310,7,4454.38,1.0,At Risk,15
CUST01259,154,6,4645.31,3.0,At Risk,24
CUST01260,11,2,1544.69,0.0,New Potential,52
CUST01261,20,3,1007.37,0.0,Need Attention,43
CUST01262,85,1,195.09,0.0,Need Attention,31
CUST01263,14,11,7575.91,3.0,High Maintenance,55
CUST01264,111,2,2890.16,0.0,Hibernating,22
CUST01265,3,4,2608.96,0.0,Need Attention,53
CUST01266,40,8,6138.87,2.0,Loyal Customers,45
CUST01267,48,9,6217.47,1.0,Loyal Customers,35
CUST01268,79,7,6083.44,2.0,Loyal Customers,35
CUST01269,30,2,1116.62,0.0,New Potential,42
CUST01270,15,2,535.01,1.0,New Potential,52
CUST01271,11,2,1285.54,0.0,New Potential,52
CUST01272,12,2,2481.63,0.0,New Potential,52
CUST01273,209,2,1602.01,1.0,Hibernating,12
CUST01274,18,8,6462.28,3.0,High Maintenance,45
CUST01275,52,4,3098.1,1.0,Need Attention,33
CUST01276,24,6,3093.02,1.0,Loyal Customers,44
CUST01277,159,5,3500.13,0.0,At Risk,24
CUST01278,56,5,2929.04,1.0,Loyal Customers,34
CUST01279,161,1,1494.42,1.0,Hibernating,21
CUST01280,44,9,8496.5,0.0,Loyal Customers,35
CUST01281,275,3,1971.02,0.0,Need Attention,13
CUST01282,138,1,499.65,1.0,Hibernating,21
CUST01283,100,10,6697.49,3.0,High Maintenance,35
CUST01284,252,5,4033.89,1.0,At Risk,14
CUST01285,184,8,6478.76,1.0,At Risk,25
CUST01286,21,4,2484.92,0.0,Need Attention,43
CUST01287,4,5,3139.93,1.0,Loyal Customers,54
CUST01288,192,1,486.14,0.0,Hibernating,21
CUST01289,6,4,3429.63,0.0,Need Attention,53
CUST01290,1,4,2817.87,0.0,Need Attention,53
CUST01291,24,5,2781.77,1.0,Loyal Customers,44
CUST01292,10,3,2891.04,0.0,Need Attention,53
CUST01293,18,8,5379.42,1.0,Loyal Customers,45
CUST01294,21,2,1117.3899999999999,0.0,New Potential,42
CUST01295,181,4,12408.61,1.0,Need Attention,23
CUST01296,4,3,2641.67,0.0,Need Attention,53
CUST01297,2,6,3084.59,2.0,Loyal Customers,54
CUST01298,389,4,1161.46,1.0,Need Attention,13
CUST01299,231,3,2011.06,0.0,Need Attention,13
CUST01300,33,9,4951.68,1.0,Loyal Customers,45
CUST01301,145,4,1662.8999999999999,2.0,Need Attention,23
CUST01302,29,9,7115.13,0.0,Loyal Customers,45
CUST01303,80,2,1442.63,2.0,Need Attention,32
CUST01304,25,6,2819.6800000000003,1.0,Loyal Customers,44
CUST01305,110,1,311.4,0.0,Hibernating,21
CUST01306,39,7,7826.82,1.0,Loyal Customers,45
CUST01307,294,2,1179.22,0.0,Hibernating,12
CUST01308,179,3,2085.04,0.0,Need Attention,23
CUST01309,0,8,4131.1,0.0,Champions,55
CUST01310,57,6,4660.18,3.0,High Maintenance,34
CUST01311,10,7,4950.09,1.0,Champions,55
CUST01312,52,6,5456.15,0.0,Loyal Customers,34
CUST01313,40,8,7816.55,1.0,Loyal Customers,45
CUST01314,17,6,4916.42,2.0,Loyal Customers,54
CUST01315,282,1,473.31,0.0,Hibernating,11
CUST01316,180,1,407.44,1.0,Hibernating,21
CUST01317,316,4,3389.0,0.0,Need Attention,13
CUST01318,190,2,911.45,0.0,Hibernating,22
CUST01319,23,2,1224.1,0.0,New Potential,42
CUST01320,210,3,1828.6799999999998,1.0,Need Attention,13
CUST01321,35,8,4480.23,3.0,High Maintenance,45
CUST01322,156,4,3476.6,0.0,Need Attention,23
CUST01323,336,3,1273.29,0.0,Need Attention,13
CUST01324,287,1,967.23,0.0,Hibernating,11
CUST01325,27,8,8601.32,2.0,Loyal Customers,45
CUST01326,191,3,4393.63,0.0,Need Attention,23
CUST01327,4,6,6707.79,0.0,Loyal Customers,54
CUST01328,33,4,3436.0299999999997,0.0,Need Attention,43
CUST01329,5,6,3260.46,1.0,Loyal Customers,54
CUST01330,3,6,5424.99,1.0,Loyal Customers,54
CUST01331,55,7,6201.48,2.0,Loyal Customers,35
CUST01332,7,6,5804.94,0.0,Loyal Customers,54
CUST01333,107,1,420.65,0.0,Need Attention,31
CUST01334,220,4,2962.17,1.0,Need Attention,13
CUST01335,28,8,6755.67,1.0,Loyal Customers,45
CUST01336,61,2,910.6700000000001,0.0,Need Attention,32
CUST01337,5,2,1695.5300000000002,0.0,New Potential,52
CUST01338,67,1,232.88,1.0,Need Attention,31
CUST01339,222,1,450.33,1.0,Hibernating,11
CUST01340,136,1,624.33,0.0,Hibernating,21
CUST01341,98,1,395.13,0.0,Need Attention,31
CUST01342,144,3,2125.98,0.0,Need Attention,23
CUST01343,2,8,4969.94,1.0,Champions,55
CUST01344,455,1,1054.04,0.0,Hibernating,11
CUST01345,17,3,4114.54,0.0,Need Attention,53
CUST01346,24,11,7141.32,2.0,Loyal Customers,45
CUST01347,188,1,316.63,0.0,Hibernating,21
CUST01348,200,4,2160.61,1.0,Need Attention,13
CUST01349,35,5,4006.6400000000003,0.0,Loyal Customers,44
CUST01350,250,2,1242.73,1.0,Hibernating,12
CUST01351,90,1,542.87,1.0,Need Attention,31
CUST01352,183,7,5877.57,2.0,At Risk,25
CUST01353,20,2,875.0699999999999,1.0,New Potential,42
CUST01354,6,3,1670.79,1.0,Need Attention,53
CUST01355,14,4,3034.98,0.0,Need Attention,53
CUST01356,102,2,1149.21,1.0,Need Attention,32
CUST01357,186,6,4681.22,0.0,At Risk,24
CUST01358,11,3,2267.79,0.0,Need Attention,53
CUST01359,166,5,3628.17,3.0,At Risk,24
CUST01360,220,8,12310.69,2.0,At Risk,15
CUST01361,39,2,1394.67,0.0,New Potential,42
CUST01362,140,4,2803.19,2.0,Need Attention,23
CUST01363,14,5,3348.52,0.0,Loyal Customers,54
CUST01364,208,1,1261.0,0.0,Hibernating,11
CUST01365,307,2,749.98,0.0,Hibernating,12
CUST01366,158,6,3862.08,1.0,At Risk,24
CUST01367,116,1,363.62,1.0,Hibernating,21
CUST01368,368,1,498.64,0.0,Hibernating,11
CUST01369,27,3,1987.3700000000001,1.0,Need Attention,43
CUST01370,47,4,4175.42,0.0,Need Attention,33
CUST01371,23,4,5626.71,1.0,Need Attention,43
CUST01372,131,1,366.8,1.0,Hibernating,21
CUST01373,105,1,291.54,0.0,Need Attention,31
CUST01374,148,1,282.0,0.0,Hibernating,21
CUST01375,8,5,2961.63,0.0,Loyal Customers,54
CUST01376,4,2,1173.88,0.0,New Potential,52
CUST01377,12,2,1222.72,1.0,New Potential,52
CUST01378,177,1,348.74,0.0,Hibernating,21
CUST01379,246,1,2392.34,0.0,Hibernating,11
CUST01380,27,8,4291.17,1.0,Loyal Customers,45
CUST01381,56,9,6070.99,0.0,Loyal Customers,35
CUST01382,64,3,1589.74,1.0,Need Attention,33
CUST01383,3,5,2934.6099999999997,1.0,Loyal Customers,54
CUST01384,205,6,7520.42,2.0,At Risk,14
CUST01385,6,6,3144.83,1.0,Loyal Customers,54
CUST01386,24,7,7871.0,4.0,High Maintenance,45
CUST01387,188,7,6963.04,0.0,At Risk,25
CUST01388,130,2,3498.38,0.0,Hibernating,22
CUST01389,51,5,3418.09,1.0,Loyal Customers,34
CUST01390,3,5,4335.11,0.0,Loyal Customers,54
CUST01391,26,4,4170.52,1.0,Need Attention,43
CUST01392,39,2,2074.31,0.0,New Potential,42
CUST01393,145,4,2203.42,0.0,Need Attention,23
CUST01394,17,6,6809.219999999999,0.0,Loyal Customers,54
CUST01395,31,7,6725.89,0.0,Loyal Customers,45
CUST01396,187,1,826.44,1.0,Hibernating,21
CUST01397,47,8,6615.66,1.0,Loyal Customers,35
CUST01398,117,1,1672.19,1.0,Hibernating,21
CUST01399,4,9,4800.65,2.0,Champions,55
CUST01400,194,2,863.9,0.0,Hibernating,22
CUST01401,3,3,3231.27,0.0,Need Attention,53
CUST01402,314,2,1474.48,1.0,Hibernating,12
CUST01403,389,4,2287.41,0.0,Need Attention,13
CUST01404,262,9,6788.52,2.0,At Risk,15
CUST01405,40,4,2894.68,0.0,Need Attention,43
CUST01406,282,5,5888.31,1.0,At Risk,14
CUST01407,199,3,1992.79,2.0,Need Attention,13
CUST01408,367,2,792.08,0.0,Hibernating,12
CUST01409,23,6,3485.92,2.0,Loyal Customers,44
CUST01410,59,9,6311.650000000001,1.0,Loyal Customers,35
CUST01411,36,7,4800.9400000000005,2.0,Loyal Customers,45
CUST01412,151,1,348.68,0.0,Hibernating,21
CUST01413,294,1,623.43,0.0,Hibernating,11
CUST01414,51,5,3205.99,2.0,Loyal Customers,34
CUST01415,54,2,1153.7,0.0,Need Attention,32
CUST01416,19,7,4723.1900000000005,5.0,High Maintenance,45
CUST01417,209,7,3650.18,2.0,At Risk,15
CUST01418,236,2,1190.06,0.0,Hibernating,12
CUST01419,51,4,2614.52,0.0,Need Attention,33
CUST01420,6,5,4651.29,1.0,Loyal Customers,54
CUST01421,106,1,1155.37,1.0,Need Attention,31
CUST01422,27,5,2562.66,1.0,Loyal Customers,44
CUST01423,8,4,2782.71,0.0,Need Attention,53
CUST01424,20,2,3009.8599999999997,0.0,New Potential,42
CUST01425,108,1,1148.76,0.0,Need Attention,31
CUST01426,12,3,2149.37,0.0,Need Attention,53
CUST01427,22,8,5054.69,4.0,High Maintenance,45
CUST01428,24,3,1588.9099999999999,1.0,Need Attention,43
CUST01429,38,8,5236.96,3.0,High Maintenance,45
CUST01430,44,4,2702.2,3.0,High Maintenance,33
CUST01431,72,2,2482.59,1.0,Need Attention,32
CUST01432,162,3,1075.54,1.0,Need Attention,23
CUST01433,168,4,2386.67,1.0,Need Attention,23
CUST01434,38,7,3210.12,2.0,Loyal Customers,45
CUST01435,246,1,2210.82,0.0,Hibernating,11
CUST01436,59,3,2890.83,0.0,Need Attention,33
CUST01437,306,5,4720.65,3.0,At Risk,14
CUST01438,217,2,2087.95,0.0,Hibernating,12
CUST01439,33,9,9011.16,2.0,Loyal Customers,45
CUST01440,4,7,8208.3,3.0,High Maintenance,55
CUST01441,382,1,472.82,0.0,Hibernating,11
CUST01442,54,5,3845.98,3.0,High Maintenance,34
CUST01443,27,7,6202.36,0.0,Loyal Customers,45
CUST01444,92,2,1096.85,0.0,Need Attention,32
CUST01445,175,10,6651.53,1.0,At Risk,25
CUST01446,192,3,2796.4,0.0,Need Attention,23
CUST01447,10,6,3532.04,0.0,Loyal Customers,54
CUST01448,293,2,1268.95,1.0,Hibernating,12
CUST01449,17,3,1448.54,1.0,Need Attention,53
CUST01450,186,6,3188.3,1.0,At Risk,24
CUST01451,1,3,2778.46,1.0,Need Attention,53
CUST01452,176,4,5779.52,0.0,Need Attention,23
CUST01453,142,4,4084.96,1.0,Need Attention,23
CUST01454,16,5,2872.15,1.0,Loyal Customers,54
CUST01455,395,3,1376.1200000000001,1.0,Need Attention,13
CUST01456,12,2,1988.42,1.0,New Potential,52
CUST01457,308,4,4798.75,0.0,Need Attention,13
CUST01458,112,1,1462.88,0.0,Hibernating,21
CUST01459,44,7,5578.12,0.0,Loyal Customers,35
CUST01460,188,4,2187.99,1.0,Need Attention,23
CUST01461,55,4,3000.34,0.0,Need Attention,33
CUST01462,30,3,1037.9,0.0,Need Attention,43
CUST01463,416,2,987.71,1.0,Hibernating,12
CUST01464,34,4,4338.4,0.0,Need Attention,43
CUST01465,44,3,963.97,0.0,Need Attention,33
CUST01466,116,4,2864.6,2.0,Need Attention,23
CUST01467,149,2,649.13,0.0,Hibernating,22
CUST01468,226,1,1034.31,0.0,Hibernating,11
CUST01469,18,4,2948.27,0.0,Need Attention,43
CUST01470,301,4,2987.34,2.0,Need Attention,13
CUST01471,137,6,3471.86,3.0,At Risk,24
CUST01472,22,9,5477.46,2.0,Loyal Customers,45
CUST01473,22,7,4402.66,0.0,Loyal Customers,45
CUST01474,121,2,959.29,2.0,Hibernating,22
CUST01475,174,1,650.36,1.0,Hibernating,21
CUST01476,187,3,1923.93,2.0,Need Attention,23
CUST01477,25,7,4199.58,2.0,Loyal Customers,45
CUST01478,100,5,5291.51,1.0,Loyal Customers,34
CUST01479,28,6,4142.6,0.0,Loyal Customers,44
CUST01480,407,1,682.11,0.0,Hibernating,11
CUST01481,182,4,3016.96,1.0,Need Attention,23
CUST01482,218,5,5965.95,1.0,At Risk,14
CUST01483,46,9,4372.67,2.0,Loyal Customers,35
CUST01484,171,3,1606.77,0.0,Need Attention,23
CUST01485,129,3,2973.96,1.0,Need Attention,23
CUST01486,108,1,770.52,0.0,Need Attention,31
CUST01487,292,5,2548.9700000000003,2.0,At Risk,14
CUST01488,93,6,2851.24,2.0,Loyal Customers,34
CUST01489,24,6,6069.19,1.0,Loyal Customers,44
CUST01490,182,7,5285.2,2.0,At Risk,25
CUST01491,52,5,5704.9,2.0,Loyal Customers,34
CUST01492,8,5,5850.42,3.0,High Maintenance,54
CUST01493,42,3,2016.38,0.0,Need Attention,33
CUST01494,325,4,1888.54,1.0,Need Attention,13
CUST01495,37,7,4320.469999999999,1.0,Loyal Customers,45
CUST01496,15,2,1574.18,0.0,New Potential,52
CUST01497,19,6,3879.41,1.0,Loyal Customers,44
CUST01498,30,8,5154.349999999999,1.0,Loyal Customers,45
CUST01499,193,5,4317.6,0.0,At Risk,24
CUST01500,22,6,4081.71,0.0,Loyal Customers,44
CUST01501,126,2,646.4300000000001,2.0,Hibernating,22
CUST01502,57,3,1698.54,1.0,Need Attention,33
CUST01503,150,4,2509.01,1.0,Need Attention,23
CUST01504,212,3,1436.96,2.0,Need Attention,13
CUST01505,57,2,1100.77,0.0,Need Attention,32
CUST01506,200,4,2676.48,2.0,Need Attention,13
CUST01507,185,5,4142.6,2.0,At Risk,24
CUST01508,25,2,1347.03,0.0,New Potential,42
CUST01509,39,5,2921.37,2.0,Loyal Customers,44
CUST01510,192,2,1667.1,0.0,Hibernating,22
CUST01511,52,5,4446.95,2.0,Loyal Customers,34
CUST01512,6,9,7963.07,2.0,Champions,55
CUST01513,191,1,1062.28,0.0,Hibernating,21
CUST01514,4,4,1891.2,0.0,Need Attention,53
CUST01515,37,7,5880.29,0.0,Loyal Customers,45
CUST01516,232,1,421.68,1.0,Hibernating,11
CUST01517,147,4,1921.46,2.0,Need Attention,23
CUST01518,545,1,569.86,0.0,Hibernating,11
CUST01519,38,6,5143.28,0.0,Loyal Customers,44
CUST01520,16,2,921.8499999999999,0.0,New Potential,52
